family	genus	species	segment	refseqs
Phenuiviridae	Phlebovirus	Urucuri virus	M	NC_033842
Phenuiviridae	Phlebovirus	Urucuri virus	S	NC_033843
Phenuiviridae	Phlebovirus	Uukuniemi phlebovirus	L	NC_005214
Phenuiviridae	Phlebovirus	Uukuniemi phlebovirus	M	NC_005220
Phenuiviridae	Phlebovirus	Uukuniemi phlebovirus	S	NC_005221
Phenuiviridae	Phlebovirus	Zerdali virus	L	NC_029901
Phenuiviridae	Phlebovirus	Zerdali virus	M	NC_037612
Phenuiviridae	Phlebovirus	Zerdali virus	S	NC_037613
Picobirnaviridae	Picobirnavirus	Human picobirnavirus	1	NC_007026
Picobirnaviridae	Picobirnavirus	Human picobirnavirus	2	NC_007027
Picornaviridae	Aphthovirus	Equine rhinitis A virus	None	NC_039209
Picornaviridae	Aphthovirus	Foot-and-mouth disease virus	None	NC_039210
Picornaviridae	Cardiovirus	Cardiovirus A	None	NC_001479
Picornaviridae	Cardiovirus	Cardiovirus B	None	NC_001366,NC_009448,NC_010810
Picornaviridae	Cosavirus	Cosavirus A	None	NC_012800
Picornaviridae	Cosavirus	Cosavirus B	None	NC_012801
Picornaviridae	Cosavirus	Cosavirus D	None	NC_012802
Picornaviridae	Cosavirus	Cosavirus E	None	NC_012798
Picornaviridae	Cosavirus	Cosavirus F	None	NC_034385
Picornaviridae	Enterovirus	Enterovirus A	None	NC_038306,NC_001612
Picornaviridae	Enterovirus	Enterovirus B	None	NC_001472,NC_038307
Picornaviridae	Enterovirus	Enterovirus C	None	NC_002058
Picornaviridae	Enterovirus	Enterovirus D	None	NC_001430,NC_038308
Picornaviridae	Enterovirus	Enterovirus E	None	NC_001859
Picornaviridae	Enterovirus	Rhinovirus A	None	NC_038311,NC_001617
Picornaviridae	Enterovirus	Rhinovirus B	None	NC_038312,NC_001490
Picornaviridae	Enterovirus	Rhinovirus C	None	NC_038878,NC_009996
Picornaviridae	Erbovirus	Erbovirus A	None	NC_003983
Picornaviridae	Hepatovirus	Hepatovirus A	None	NC_001489
Picornaviridae	Kobuvirus	Aichivirus A	None	NC_001918
Picornaviridae	Parechovirus	Parechovirus A	None	NC_038319,NC_001897
Picornaviridae	Parechovirus	Parechovirus B	None	NC_003976
Picornaviridae	Rosavirus	Rosavirus A	None	NC_038880,NC_024070
Picornaviridae	Salivirus	Salivirus A	None	NC_012986,NC_012957
Pneumoviridae	Metapneumovirus	Avian metapneumovirus	None	NC_039231
Pneumoviridae	Metapneumovirus	Human metapneumovirus	None	NC_039199
Pneumoviridae	Orthopneumovirus	Human orthopneumovirus	None	NC_001781,NC_038235
Pneumoviridae	unknown	Respiratory syncytial virus	None	NC_001803
Polyomaviridae	Alphapolyomavirus	Human polyomavirus 5	None	NC_010277
Polyomaviridae	Betapolyomavirus	Human polyomavirus 1	None	NC_001538
Polyomaviridae	Betapolyomavirus	Human polyomavirus 2	None	NC_001699
Polyomaviridae	Betapolyomavirus	Human polyomavirus 3	None	NC_009238
Polyomaviridae	Betapolyomavirus	Human polyomavirus 4	None	NC_009539
Polyomaviridae	Betapolyomavirus	Macaca mulatta polyomavirus 1	None	NC_001669
Poxviridae	Molluscipoxvirus	Molluscum contagiosum virus	None	NC_001731
Poxviridae	Orthopoxvirus	Cowpox virus	None	NC_003663
Poxviridae	Orthopoxvirus	Monkeypox virus	None	NC_003310
Poxviridae	Orthopoxvirus	Vaccinia virus	None	NC_006998
Poxviridae	Orthopoxvirus	Variola virus	None	NC_001611
Poxviridae	Parapoxvirus	Orf virus	None	NC_005336
Poxviridae	Yatapoxvirus	Tanapox virus	None	NC_002642
Poxviridae	Yatapoxvirus	Yaba monkey tumor virus	None	NC_005179
Reoviridae	Coltivirus	Colorado tick fever virus	1	NC_004181
Reoviridae	Coltivirus	Colorado tick fever virus	10	NC_004189
Reoviridae	Coltivirus	Colorado tick fever virus	11	NC_004191
Reoviridae	Coltivirus	Colorado tick fever virus	12	NC_004190
Reoviridae	Coltivirus	Colorado tick fever virus	2	NC_004182
Reoviridae	Coltivirus	Colorado tick fever virus	3	NC_004183
Reoviridae	Coltivirus	Colorado tick fever virus	4	NC_004184
Reoviridae	Coltivirus	Colorado tick fever virus	5	NC_004185
Reoviridae	Coltivirus	Colorado tick fever virus	6	NC_004186
Reoviridae	Coltivirus	Colorado tick fever virus	7	NC_004187
Reoviridae	Coltivirus	Colorado tick fever virus	8	NC_004188
Reoviridae	Coltivirus	Colorado tick fever virus	9	NC_004180
Reoviridae	Coltivirus	Eyach virus	1	NC_003696
Reoviridae	Coltivirus	Eyach virus	10	NC_003705
Reoviridae	Coltivirus	Eyach virus	11	NC_003706
Reoviridae	Coltivirus	Eyach virus	12	NC_003707
Reoviridae	Coltivirus	Eyach virus	2	NC_003697
Reoviridae	Coltivirus	Eyach virus	3	NC_003698
Reoviridae	Coltivirus	Eyach virus	4	NC_003699
Reoviridae	Coltivirus	Eyach virus	5	NC_003700
Reoviridae	Coltivirus	Eyach virus	6	NC_003701
Reoviridae	Coltivirus	Eyach virus	7	NC_003702
Reoviridae	Coltivirus	Eyach virus	8	NC_003703
Reoviridae	Coltivirus	Eyach virus	9	NC_003704
Reoviridae	Orbivirus	Corriparta virus	1	NC_038568
Reoviridae	Orbivirus	Corriparta virus	10	NC_038569
Reoviridae	Orbivirus	Corriparta virus	2	NC_038564
Reoviridae	Orbivirus	Corriparta virus	3	NC_038570
Reoviridae	Orbivirus	Corriparta virus	4	NC_038565
Reoviridae	Orbivirus	Corriparta virus	5	NC_038566
Reoviridae	Orbivirus	Corriparta virus	6	NC_038571
Reoviridae	Orbivirus	Corriparta virus	7	NC_038573
Reoviridae	Orbivirus	Corriparta virus	8	NC_038572
Reoviridae	Orbivirus	Corriparta virus	9	NC_038567
Reoviridae	Orbivirus	Great Island virus	1	NC_014522
Reoviridae	Orbivirus	Great Island virus	10	NC_014531
Reoviridae	Orbivirus	Great Island virus	2	NC_014523
Reoviridae	Orbivirus	Great Island virus	3	NC_014524
Reoviridae	Orbivirus	Great Island virus	4	NC_014525
Reoviridae	Orbivirus	Great Island virus	5	NC_014526
Reoviridae	Orbivirus	Great Island virus	6	NC_014527
Reoviridae	Orbivirus	Great Island virus	7	NC_014528
Reoviridae	Orbivirus	Great Island virus	8	NC_014529
Reoviridae	Orbivirus	Great Island virus	9	NC_014530
Reoviridae	Orbivirus	Lebombo virus	1	NC_038594
Reoviridae	Orbivirus	Lebombo virus	10	NC_038602
Reoviridae	Orbivirus	Lebombo virus	2	NC_038600
Reoviridae	Orbivirus	Lebombo virus	3	NC_038595
Reoviridae	Orbivirus	Lebombo virus	4	NC_038596
Reoviridae	Orbivirus	Lebombo virus	5	NC_038601
Reoviridae	Orbivirus	Lebombo virus	6	NC_038597
Reoviridae	Orbivirus	Lebombo virus	7	NC_038599
Reoviridae	Orbivirus	Lebombo virus	8	NC_038598
Reoviridae	Orbivirus	Lebombo virus	9	NC_038603
Reoviridae	Orbivirus	Orungo virus	1	NC_038604
Reoviridae	Orbivirus	Orungo virus	10	NC_038613
Reoviridae	Orbivirus	Orungo virus	2	NC_038605
Reoviridae	Orbivirus	Orungo virus	3	NC_038610
Reoviridae	Orbivirus	Orungo virus	4	NC_038606
Reoviridae	Orbivirus	Orungo virus	5	NC_038611
Reoviridae	Orbivirus	Orungo virus	6	NC_038609
Reoviridae	Orbivirus	Orungo virus	7	NC_038607
Reoviridae	Orbivirus	Orungo virus	8	NC_038608
Reoviridae	Orbivirus	Orungo virus	9	NC_038612
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	L1	NC_013225
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	L2	NC_013226
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	L3	NC_013229
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	M1	NC_013227
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	M2	NC_013228
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	M3	NC_013230
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	S1	NC_013231
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	S2	NC_013232
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	S3	NC_013233
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	S4	NC_013234
Reoviridae	Orthoreovirus	Nelson Bay orthoreovirus	L1	NC_038665
Reoviridae	Orthoreovirus	Nelson Bay orthoreovirus	L2	NC_038660
Reoviridae	Orthoreovirus	Nelson Bay orthoreovirus	L3	NC_038662
Reoviridae	Orthoreovirus	Nelson Bay orthoreovirus	M1	NC_038661
Reoviridae	Orthoreovirus	Nelson Bay orthoreovirus	M2	NC_038664
Reoviridae	Orthoreovirus	Nelson Bay orthoreovirus	M3	NC_038666
Reoviridae	Orthoreovirus	Nelson Bay orthoreovirus	S1	NC_038667
Reoviridae	Orthoreovirus	Nelson Bay orthoreovirus	S2	NC_038659
Reoviridae	Orthoreovirus	Nelson Bay orthoreovirus	S3	NC_038663
Reoviridae	Orthoreovirus	Nelson Bay orthoreovirus	S4	NC_038658
Reoviridae	Rotavirus	Rotavirus A	1	NC_011507
Reoviridae	Rotavirus	Rotavirus A	10	NC_011504
Reoviridae	Rotavirus	Rotavirus A	11	NC_011505
Reoviridae	Rotavirus	Rotavirus A	2	NC_011506
Reoviridae	Rotavirus	Rotavirus A	3	NC_011508
Reoviridae	Rotavirus	Rotavirus A	4	NC_011510
Reoviridae	Rotavirus	Rotavirus A	5	NC_011500
Reoviridae	Rotavirus	Rotavirus A	6	NC_011509
Reoviridae	Rotavirus	Rotavirus A	7	NC_011501
Reoviridae	Rotavirus	Rotavirus A	8	NC_011502
Reoviridae	Rotavirus	Rotavirus A	9	NC_011503
Reoviridae	Rotavirus	Rotavirus B	1	NC_021541
Reoviridae	Rotavirus	Rotavirus B	10	NC_021550
Reoviridae	Rotavirus	Rotavirus B	11	NC_021549
Reoviridae	Rotavirus	Rotavirus B	2	NC_021545
Reoviridae	Rotavirus	Rotavirus B	3	NC_021551
Reoviridae	Rotavirus	Rotavirus B	4	NC_021543
Reoviridae	Rotavirus	Rotavirus B	5	NC_021546
Reoviridae	Rotavirus	Rotavirus B	6	NC_021544
Reoviridae	Rotavirus	Rotavirus B	7	NC_021547
Reoviridae	Rotavirus	Rotavirus B	8	NC_021548
Reoviridae	Rotavirus	Rotavirus B	9	NC_021542
Reoviridae	Rotavirus	Rotavirus C	1	NC_007547
Reoviridae	Rotavirus	Rotavirus C	10	NC_007569
Reoviridae	Rotavirus	Rotavirus C	11	NC_007573
Reoviridae	Rotavirus	Rotavirus C	2	NC_007546
Reoviridae	Rotavirus	Rotavirus C	3	NC_007572
Reoviridae	Rotavirus	Rotavirus C	4	NC_007574
Reoviridae	Rotavirus	Rotavirus C	5	NC_007570
Reoviridae	Rotavirus	Rotavirus C	6	NC_007543
Reoviridae	Rotavirus	Rotavirus C	7	NC_007544
Reoviridae	Rotavirus	Rotavirus C	8	NC_007571
Reoviridae	Rotavirus	Rotavirus C	9	NC_007545
Reoviridae	Rotavirus	Rotavirus F	1	NC_021625
Reoviridae	Rotavirus	Rotavirus F	10	NC_021629
Reoviridae	Rotavirus	Rotavirus F	11	NC_021634
Reoviridae	Rotavirus	Rotavirus F	2	NC_021626
Reoviridae	Rotavirus	Rotavirus F	3	NC_021631
Reoviridae	Rotavirus	Rotavirus F	4	NC_021630
Reoviridae	Rotavirus	Rotavirus F	5	NC_021632
Reoviridae	Rotavirus	Rotavirus F	6	NC_021635
Reoviridae	Rotavirus	Rotavirus F	7	NC_021633
Reoviridae	Rotavirus	Rotavirus F	8	NC_021628
Reoviridae	Rotavirus	Rotavirus F	9	NC_021627
Reoviridae	Rotavirus	Rotavirus G	1	NC_021590
Reoviridae	Rotavirus	Rotavirus G	10	NC_021586
Reoviridae	Rotavirus	Rotavirus G	11	NC_021587
Reoviridae	Rotavirus	Rotavirus G	2	NC_021580
Reoviridae	Rotavirus	Rotavirus G	3	NC_021581
Reoviridae	Rotavirus	Rotavirus G	4	NC_021589
Reoviridae	Rotavirus	Rotavirus G	5	NC_021583
Reoviridae	Rotavirus	Rotavirus G	6	NC_021588
Reoviridae	Rotavirus	Rotavirus G	7	NC_021585
Reoviridae	Rotavirus	Rotavirus G	8	NC_021584
Reoviridae	Rotavirus	Rotavirus G	9	NC_021582
Reoviridae	Rotavirus	Rotavirus H	1	NC_007548
Reoviridae	Rotavirus	Rotavirus H	10	NC_007557
Reoviridae	Rotavirus	Rotavirus H	11	NC_007558
Reoviridae	Rotavirus	Rotavirus H	2	NC_007549
Reoviridae	Rotavirus	Rotavirus H	3	NC_007551
Reoviridae	Rotavirus	Rotavirus H	4	NC_007550
Reoviridae	Rotavirus	Rotavirus H	5	NC_007552
Reoviridae	Rotavirus	Rotavirus H	6	NC_007553
Reoviridae	Rotavirus	Rotavirus H	7	NC_007555
Reoviridae	Rotavirus	Rotavirus H	8	NC_007554
Reoviridae	Rotavirus	Rotavirus H	9	NC_007556
Reoviridae	Rotavirus	Rotavirus I	1	NC_026825
Reoviridae	Rotavirus	Rotavirus I	10	NC_026823
Reoviridae	Rotavirus	Rotavirus I	11	NC_026824
Reoviridae	Rotavirus	Rotavirus I	2	NC_026826
Reoviridae	Rotavirus	Rotavirus I	3	NC_026827
Reoviridae	Rotavirus	Rotavirus I	4	NC_026828
Reoviridae	Rotavirus	Rotavirus I	5	NC_026820
Reoviridae	Rotavirus	Rotavirus I	6	NC_026829
Reoviridae	Rotavirus	Rotavirus I	7	NC_026822
Reoviridae	Rotavirus	Rotavirus I	8	NC_026821
Reoviridae	Rotavirus	Rotavirus I	9	NC_026830
Reoviridae	Seadornavirus	Banna virus	1	NC_004211
Reoviridae	Seadornavirus	Banna virus	10	NC_004201
Reoviridae	Seadornavirus	Banna virus	11	NC_004200
Reoviridae	Seadornavirus	Banna virus	12	NC_004198
Reoviridae	Seadornavirus	Banna virus	2	NC_004217
Reoviridae	Seadornavirus	Banna virus	3	NC_004218
Reoviridae	Seadornavirus	Banna virus	4	NC_004219
Reoviridae	Seadornavirus	Banna virus	5	NC_004220
Reoviridae	Seadornavirus	Banna virus	6	NC_004221
Reoviridae	Seadornavirus	Banna virus	7	NC_004204
Reoviridae	Seadornavirus	Banna virus	8	NC_004203
Reoviridae	Seadornavirus	Banna virus	9	NC_004202
Reoviridae	Seadornavirus	Kadipiro virus	1	NC_004210
Reoviridae	Seadornavirus	Kadipiro virus	10	NC_004206
Reoviridae	Seadornavirus	Kadipiro virus	11	NC_004205
Reoviridae	Seadornavirus	Kadipiro virus	12	NC_004199
Reoviridae	Seadornavirus	Kadipiro virus	2	NC_004212
Reoviridae	Seadornavirus	Kadipiro virus	3	NC_004213
Reoviridae	Seadornavirus	Kadipiro virus	4	NC_004214
Reoviridae	Seadornavirus	Kadipiro virus	5	NC_004215
Reoviridae	Seadornavirus	Kadipiro virus	6	NC_004216
Reoviridae	Seadornavirus	Kadipiro virus	7	NC_004209
Reoviridae	Seadornavirus	Kadipiro virus	8	NC_004208
Reoviridae	Seadornavirus	Kadipiro virus	9	NC_004207
Reoviridae	Seadornavirus	Liao ning virus	1	NC_007736
Reoviridae	Seadornavirus	Liao ning virus	10	NC_007745
Reoviridae	Seadornavirus	Liao ning virus	11	NC_007746
Reoviridae	Seadornavirus	Liao ning virus	12	NC_007747
Reoviridae	Seadornavirus	Liao ning virus	2	NC_007737
Reoviridae	Seadornavirus	Liao ning virus	3	NC_007738
Reoviridae	Seadornavirus	Liao ning virus	4	NC_007739
Reoviridae	Seadornavirus	Liao ning virus	5	NC_007740
Reoviridae	Seadornavirus	Liao ning virus	6	NC_007741
Reoviridae	Seadornavirus	Liao ning virus	7	NC_007742
Reoviridae	Seadornavirus	Liao ning virus	8	NC_007743
Reoviridae	Seadornavirus	Liao ning virus	9	NC_007744
Retroviridae	Deltaretrovirus	Primate T-lymphotropic virus 1	None	NC_001436,NC_000858
Retroviridae	Deltaretrovirus	Primate T-lymphotropic virus 2	None	NC_001815,NC_001488
Retroviridae	Deltaretrovirus	Primate T-lymphotropic virus 3	None	NC_003323
Retroviridae	Lentivirus	Human immunodeficiency virus 1	None	NC_001802
Retroviridae	Lentivirus	Human immunodeficiency virus 2	None	NC_001722
Retroviridae	Lentivirus	Simian immunodeficiency virus	None	NC_004455,NC_001549
Retroviridae	Spumavirus	African green monkey simian foamy virus	None	NC_010820
Retroviridae	Spumavirus	Macaque simian foamy virus	None	KF026286
Retroviridae	Spumavirus	Simian foamy virus	None	NC_001364
Retroviridae	unknown	Human endogenous retrovirus K	None	NC_022518
Rhabdoviridae	Ledantevirus	Le Dantec ledantevirus	None	NC_034443
Rhabdoviridae	Lyssavirus	Aravan lyssavirus	None	NC_020808
Rhabdoviridae	Lyssavirus	Australian bat lyssavirus	None	NC_003243
Rhabdoviridae	Lyssavirus	Bokeloh bat lyssavirus	None	NC_025251
Rhabdoviridae	Lyssavirus	Duvenhage lyssavirus	None	NC_020810
Rhabdoviridae	Lyssavirus	European bat 1 lyssavirus	None	NC_009527
Rhabdoviridae	Lyssavirus	European bat 2 lyssavirus	None	NC_009528
Rhabdoviridae	Lyssavirus	Ikoma lyssavirus	None	NC_018629
Rhabdoviridae	Lyssavirus	Irkut lyssavirus	None	NC_020809
Rhabdoviridae	Lyssavirus	Khujand lyssavirus	None	NC_025385
Rhabdoviridae	Lyssavirus	Lagos bat lyssavirus	None	NC_020807
Rhabdoviridae	Lyssavirus	Lleida bat lyssavirus	None	NC_031955
Rhabdoviridae	Lyssavirus	Lyssavirus Ozernoe	None	NC_025408
Rhabdoviridae	Lyssavirus	Mokola lyssavirus	None	NC_006429
Rhabdoviridae	Lyssavirus	Rabies lyssavirus	None	NC_001542
Rhabdoviridae	Lyssavirus	Shimoni bat lyssavirus	None	NC_025365
Rhabdoviridae	Lyssavirus	West Caucasian bat lyssavirus	None	NC_025377
Rhabdoviridae	Tibrovirus	Ekpoma 1 tibrovirus	None	NC_038282
Rhabdoviridae	Tibrovirus	Ekpoma 2 tibrovirus	None	NC_038283
Rhabdoviridae	Vesiculovirus	Alagoas vesiculovirus	None	NC_025353
Rhabdoviridae	Vesiculovirus	Chandipura vesiculovirus	None	NC_020805
Rhabdoviridae	Vesiculovirus	Cocal vesiculovirus	None	NC_028255
Rhabdoviridae	Vesiculovirus	Indiana vesiculovirus	None	NC_001560
Rhabdoviridae	Vesiculovirus	Isfahan vesiculovirus	None	NC_020806
Rhabdoviridae	Vesiculovirus	Maraba vesiculovirus	None	NC_025255
Rhabdoviridae	Vesiculovirus	New Jersey vesiculovirus	None	NC_024473
Rhabdoviridae	Vesiculovirus	Piry vesiculovirus	None	NC_038286
Rhabdoviridae	Vesiculovirus	Yug Bogdanovac vesiculovirus	None	NC_025378
Smacoviridae	unknown	Human smacovirus 1	None	NC_026252
Togaviridae	Alphavirus	Barmah Forest virus	None	NC_001786
Togaviridae	Alphavirus	Chikungunya virus	None	NC_004162
Togaviridae	Alphavirus	Eastern equine encephalitis virus	None	NC_003899
Togaviridae	Alphavirus	Everglades virus	None	NC_038671
Togaviridae	Alphavirus	Getah virus	None	NC_006558
Togaviridae	Alphavirus	Highlands J virus	None	NC_012561
Togaviridae	Alphavirus	Mayaro virus	None	NC_003417
Togaviridae	Alphavirus	Mosso das Pedras virus	None	NC_038857
Togaviridae	Alphavirus	Mucambo virus	None	NC_038672
Togaviridae	Alphavirus	Ndumu virus	None	NC_016959
Togaviridae	Alphavirus	Onyong-nyong virus	None	NC_001512
Togaviridae	Alphavirus	Pixuna virus	None	NC_038673
Togaviridae	Alphavirus	Rio Negro virus	None	NC_038674
Togaviridae	Alphavirus	Ross River virus	None	NC_001544
Togaviridae	Alphavirus	Semliki Forest virus	None	NC_003215
Togaviridae	Alphavirus	Sindbis virus	None	NC_001547
Togaviridae	Alphavirus	Tonate virus	None	NC_038675
Togaviridae	Alphavirus	Venezuelan equine encephalitis virus	None	NC_001449
Togaviridae	Alphavirus	Western equine encephalitis virus	None	NC_003908
Togaviridae	Alphavirus	Whataroa virus	None	NC_016961
Togaviridae	Rubivirus	Rubella virus	None	NC_001545
unknown	Deltavirus	Hepatitis delta virus	None	NC_001653
unknown	unknown	circular ssDNA virus HV-CV1	None	NC_030449
