family	genus	species	taxid	segment	refseqs
Hantaviridae	Orthohantavirus	Kenkeme orthohantavirus	1980474	L	NC_034560
Hantaviridae	Orthohantavirus	Kenkeme orthohantavirus	1980474	M	NC_034565
Hantaviridae	Orthohantavirus	Kenkeme orthohantavirus	1980474	S	NC_034559
Hantaviridae	Orthohantavirus	Khabarovsk orthohantavirus	1980475	L	NC_034519
Hantaviridae	Orthohantavirus	Khabarovsk orthohantavirus	1980475	M	NC_034518
Hantaviridae	Orthohantavirus	Khabarovsk orthohantavirus	1980475	S	NC_034527
Hantaviridae	Orthohantavirus	Laguna Negra orthohantavirus	1980476	M	NC_038506
Hantaviridae	Orthohantavirus	Laguna Negra orthohantavirus	1980476	S	NC_038505
Hantaviridae	Orthohantavirus	Laibin orthohantavirus	2501380	L	NC_038515
Hantaviridae	Orthohantavirus	Laibin orthohantavirus	2501380	M	NC_038513
Hantaviridae	Orthohantavirus	Laibin orthohantavirus	2501380	S	NC_038514
Hantaviridae	Orthohantavirus	Luxi orthohantavirus	1980479	L	NC_038529
Hantaviridae	Orthohantavirus	Luxi orthohantavirus	1980479	M	NC_038528
Hantaviridae	Orthohantavirus	Luxi orthohantavirus	1980479	S	NC_038530
Hantaviridae	Orthohantavirus	Maporal orthohantavirus	1980480	L	NC_034553
Hantaviridae	Orthohantavirus	Maporal orthohantavirus	1980480	M	NC_034552
Hantaviridae	Orthohantavirus	Maporal orthohantavirus	1980480	S	NC_038233
Hantaviridae	Orthohantavirus	Montano orthohantavirus	1980481	L	NC_034403
Hantaviridae	Orthohantavirus	Montano orthohantavirus	1980481	M	NC_034397
Hantaviridae	Orthohantavirus	Montano orthohantavirus	1980481	S	NC_034396
Hantaviridae	Orthohantavirus	Nova orthohantavirus	2501381	L	NC_034465
Hantaviridae	Orthohantavirus	Nova orthohantavirus	2501381	M	NC_034470
Hantaviridae	Orthohantavirus	Nova orthohantavirus	2501381	S	NC_034464
Hantaviridae	Orthohantavirus	Prospect Hill orthohantavirus	1980485	L	NC_038939
Hantaviridae	Orthohantavirus	Prospect Hill orthohantavirus	1980485	M	NC_038940
Hantaviridae	Orthohantavirus	Prospect Hill orthohantavirus	1980485	S	NC_038938
Hantaviridae	Orthohantavirus	Puumala orthohantavirus	1980486	L	NC_005225
Hantaviridae	Orthohantavirus	Puumala orthohantavirus	1980486	M	NC_005223
Hantaviridae	Orthohantavirus	Puumala orthohantavirus	1980486	S	NC_005224
Hantaviridae	Orthohantavirus	Quezon orthohantavirus	2501382	L	NC_034401
Hantaviridae	Orthohantavirus	Quezon orthohantavirus	2501382	M	NC_034393
Hantaviridae	Orthohantavirus	Quezon orthohantavirus	2501382	S	NC_034400
Hantaviridae	Orthohantavirus	Rockport orthohantavirus	1980488	L	NC_038695
Hantaviridae	Orthohantavirus	Rockport orthohantavirus	1980488	M	NC_038694
Hantaviridae	Orthohantavirus	Rockport orthohantavirus	1980488	S	NC_038696
Hantaviridae	Orthohantavirus	Sangassou orthohantavirus	1980489	L	NC_034517
Hantaviridae	Orthohantavirus	Sangassou orthohantavirus	1980489	M	NC_034516
Hantaviridae	Orthohantavirus	Sangassou orthohantavirus	1980489	S	NC_034526
Hantaviridae	Orthohantavirus	Seoul orthohantavirus	1980490	L	NC_005238
Hantaviridae	Orthohantavirus	Seoul orthohantavirus	1980490	M	NC_005237
Hantaviridae	Orthohantavirus	Seoul orthohantavirus	1980490	S	NC_005236
Hantaviridae	Orthohantavirus	Sin Nombre orthohantavirus	1980491	L	NC_005217
Hantaviridae	Orthohantavirus	Sin Nombre orthohantavirus	1980491	M	NC_005215
Hantaviridae	Orthohantavirus	Sin Nombre orthohantavirus	1980491	S	NC_005216
Hantaviridae	Orthohantavirus	Thailand orthohantavirus	1980492	L	NC_034556
Hantaviridae	Orthohantavirus	Thailand orthohantavirus	1980492	M	NC_034563
Hantaviridae	Orthohantavirus	Thailand orthohantavirus	1980492	S	NC_034555
Hantaviridae	Orthohantavirus	Thottapalayam orthohantavirus	1980493	L	NC_010707
Hantaviridae	Orthohantavirus	Thottapalayam orthohantavirus	1980493	M	NC_010708
Hantaviridae	Orthohantavirus	Thottapalayam orthohantavirus	1980493	S	NC_010704
Hantaviridae	Orthohantavirus	Tula orthohantavirus	1980494	L	NC_005226
Hantaviridae	Orthohantavirus	Tula orthohantavirus	1980494	M	NC_005228
Hantaviridae	Orthohantavirus	Tula orthohantavirus	1980494	S	NC_005227
Hantaviridae	Orthohantavirus	Yakeshi orthohantavirus	1980495	M	NC_038705
Hantaviridae	Orthohantavirus	Yakeshi orthohantavirus	1980495	S	NC_038704
Hepadnaviridae	Orthohepadnavirus	Hepatitis B virus	10407	None	NC_003977
Hepeviridae	Orthohepevirus	Orthohepevirus A	1678143	None	NC_001434
Hepeviridae	Orthohepevirus	Orthohepevirus B	1678144	None	NC_023425
Hepeviridae	Orthohepevirus	Orthohepevirus C	1678145	None	NC_038504
Hepeviridae	Orthohepevirus	Orthohepevirus D	1678146	None	NC_018382
Hepeviridae	Piscihepevirus	Piscihepevirus A	1678147	None	NC_015521
Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5	10359	None	NC_006273
Herpesviridae	Lymphocryptovirus	Human gammaherpesvirus 4	10376	None	NC_007605,NC_009334
Herpesviridae	Rhadinovirus	Human gammaherpesvirus 8	37296	None	NC_009333
Herpesviridae	Roseolovirus	Human betaherpesvirus 6A	32603	None	NC_001664
Herpesviridae	Roseolovirus	Human betaherpesvirus 6B	32604	None	NC_000898
Herpesviridae	Roseolovirus	Human betaherpesvirus 7	10372	None	NC_001716
Herpesviridae	Simplexvirus	Human alphaherpesvirus 1	10298	None	NC_001806
Herpesviridae	Simplexvirus	Human alphaherpesvirus 2	10310	None	NC_001798
Herpesviridae	Varicellovirus	Human alphaherpesvirus 3	10335	None	NC_001348
Nairoviridae	Orthonairovirus	Crimean-Congo hemorrhagic fever orthonairovirus	1980519	L	NC_005301
Nairoviridae	Orthonairovirus	Crimean-Congo hemorrhagic fever orthonairovirus	1980519	M	NC_005300
Nairoviridae	Orthonairovirus	Crimean-Congo hemorrhagic fever orthonairovirus	1980519	S	NC_005302
Nairoviridae	Orthonairovirus	Dera Ghazi Khan orthonairovirus	1980520	L	NC_034520
Nairoviridae	Orthonairovirus	Dera Ghazi Khan orthonairovirus	1980520	M	NC_034510
Nairoviridae	Orthonairovirus	Dera Ghazi Khan orthonairovirus	1980520	S	NC_034521
Nairoviridae	Orthonairovirus	Dugbe orthonairovirus	1980521	L	NC_004159
Nairoviridae	Orthonairovirus	Dugbe orthonairovirus	1980521	M	NC_004158
Nairoviridae	Orthonairovirus	Dugbe orthonairovirus	1980521	S	NC_004157
Nairoviridae	Orthonairovirus	Hazara orthonairovirus	1980522	L	NC_038709
Nairoviridae	Orthonairovirus	Hazara orthonairovirus	1980522	M	NC_038710
Nairoviridae	Orthonairovirus	Hazara orthonairovirus	1980522	S	NC_038711
Nairoviridae	Orthonairovirus	Hughes orthonairovirus	1980523	L	NC_034502
Nairoviridae	Orthonairovirus	Hughes orthonairovirus	1980523	M	NC_034494
Nairoviridae	Orthonairovirus	Hughes orthonairovirus	1980523	S	NC_034503
Nairoviridae	Orthonairovirus	Kasokero orthonairovirus	1980524	L	NC_036636
Nairoviridae	Orthonairovirus	Kasokero orthonairovirus	1980524	M	NC_029933
Nairoviridae	Orthonairovirus	Kasokero orthonairovirus	1980524	S	NC_029932
Nairoviridae	Orthonairovirus	Keterah orthonairovirus	1980525	L	NC_034392
Nairoviridae	Orthonairovirus	Keterah orthonairovirus	1980525	M	NC_034388
Nairoviridae	Orthonairovirus	Keterah orthonairovirus	1980525	S	NC_034389
Nairoviridae	Orthonairovirus	Leopards Hill virus	1381104	L	NC_025831
Nairoviridae	Orthonairovirus	Leopards Hill virus	1381104	M	NC_025832
Nairoviridae	Orthonairovirus	Leopards Hill virus	1381104	S	NC_025833
Nairoviridae	Orthonairovirus	Nairobi sheep disease orthonairovirus	1980526	L	NC_034387
Nairoviridae	Orthonairovirus	Nairobi sheep disease orthonairovirus	1980526	M	NC_034391
Nairoviridae	Orthonairovirus	Nairobi sheep disease orthonairovirus	1980526	S	NC_034386
Nairoviridae	Orthonairovirus	Qalyub orthonairovirus	1980527	L	NC_034511
Nairoviridae	Orthonairovirus	Qalyub orthonairovirus	1980527	M	NC_034522
Nairoviridae	Orthonairovirus	Qalyub orthonairovirus	1980527	S	NC_034512
Nairoviridae	Orthonairovirus	Sakhalin orthonairovirus	1980528	L	NC_034561
Nairoviridae	Orthonairovirus	Sakhalin orthonairovirus	1980528	M	NC_034554
Nairoviridae	Orthonairovirus	Sakhalin orthonairovirus	1980528	S	NC_034562
Nairoviridae	Orthonairovirus	Thiafora orthonairovirus	1980529	L	NC_039220
Nairoviridae	Orthonairovirus	Thiafora orthonairovirus	1980529	M	NC_039221
Nairoviridae	Orthonairovirus	Thiafora orthonairovirus	1980529	S	NC_039222
Nairoviridae	Orthonairovirus	Tofla virus	1615758	L	NC_029124
Nairoviridae	Orthonairovirus	Tofla virus	1615758	M	NC_029123
Nairoviridae	Orthonairovirus	Tofla virus	1615758	S	NC_029122
Nairoviridae	Orthonairovirus	Yogue virus	1712572	L	NC_029931
Nairoviridae	Orthonairovirus	Yogue virus	1712572	M	NC_029935
Nairoviridae	Orthonairovirus	Yogue virus	1712572	S	NC_029936
Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	11320	1	NC_007378,NC_002023,NC_026438,NC_026422,NC_007373,MK676647,MK677168
Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	11320	2	NC_002021,NC_007375,NC_026435,NC_026423,NC_007372,NC_007358,MK676648,MK677169
Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	11320	3	NC_007376,NC_002022,NC_026437,NC_026424,NC_007371,MK676641,MK677170
Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	11320	4	NC_007374,NC_002017,NC_026433,NC_026425,NC_007366,NC_007362,MK676642,MK677171
Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	11320	5	NC_007381,NC_026436,NC_026426,NC_004905,NC_007369,NC_002019,MK676643,MK677172
Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	11320	6	NC_007382,NC_026434,NC_026429,NC_007368,NC_002018,MK676644,MK677173
Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	11320	7	NC_007377,NC_007363,NC_002016,NC_026431,NC_026427,NC_007367,NC_004907,MK676645,MK677174
Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	11320	8	NC_007380,NC_007364,NC_002020,NC_026432,NC_026428,NC_007370,NC_004906,MK676646,MK677175
Orthomyxoviridae	Betainfluenzavirus	Influenza B virus	11520	1	NC_002204,MK715549
Orthomyxoviridae	Betainfluenzavirus	Influenza B virus	11520	2	NC_002205,MK715548
Orthomyxoviridae	Betainfluenzavirus	Influenza B virus	11520	3	NC_002206,MK715550
Orthomyxoviridae	Betainfluenzavirus	Influenza B virus	11520	4	NC_002207,MK715551
Orthomyxoviridae	Betainfluenzavirus	Influenza B virus	11520	5	NC_002208,MK715552
Orthomyxoviridae	Betainfluenzavirus	Influenza B virus	11520	6	NC_002209,MK715553
Orthomyxoviridae	Betainfluenzavirus	Influenza B virus	11520	7	NC_002210,MK715554
Orthomyxoviridae	Betainfluenzavirus	Influenza B virus	11520	8	NC_002211,MK715555
Orthomyxoviridae	Gammainfluenzavirus	Influenza C virus	11552	1	NC_006308
Orthomyxoviridae	Gammainfluenzavirus	Influenza C virus	11552	2	NC_006307
Orthomyxoviridae	Gammainfluenzavirus	Influenza C virus	11552	3	NC_006309
Orthomyxoviridae	Gammainfluenzavirus	Influenza C virus	11552	4	NC_006310
Orthomyxoviridae	Gammainfluenzavirus	Influenza C virus	11552	5	NC_006311
Orthomyxoviridae	Gammainfluenzavirus	Influenza C virus	11552	6	NC_006312
Orthomyxoviridae	Gammainfluenzavirus	Influenza C virus	11552	7	NC_006306
Orthomyxoviridae	Thogotovirus	Dhori thogotovirus	11318	1	NC_034261
Orthomyxoviridae	Thogotovirus	Dhori thogotovirus	11318	2	NC_034254
Orthomyxoviridae	Thogotovirus	Dhori thogotovirus	11318	3	NC_034255
Orthomyxoviridae	Thogotovirus	Dhori thogotovirus	11318	4	NC_034262
Orthomyxoviridae	Thogotovirus	Dhori thogotovirus	11318	5	NC_034256
Orthomyxoviridae	Thogotovirus	Dhori thogotovirus	11318	6	NC_034263
Orthomyxoviridae	Thogotovirus	Thogoto thogotovirus	11569	1	NC_006508
Orthomyxoviridae	Thogotovirus	Thogoto thogotovirus	11569	2	NC_006495
Orthomyxoviridae	Thogotovirus	Thogoto thogotovirus	11569	3	NC_006496
Orthomyxoviridae	Thogotovirus	Thogoto thogotovirus	11569	4	NC_006506
Orthomyxoviridae	Thogotovirus	Thogoto thogotovirus	11569	5	NC_006507
Orthomyxoviridae	Thogotovirus	Thogoto thogotovirus	11569	6	NC_006504
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 4	337043	None	NC_001352
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 7	337042	None	NC_001357
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 9	337041	None	NC_001526
Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	337051	None	NC_015692,NC_001531
Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	333924	None	NC_001596
Papillomaviridae	Betapapillomavirus	Betapapillomavirus 3	334207	None	NC_001591
Papillomaviridae	Betapapillomavirus	Betapapillomavirus 4	334208	None	NC_004500
Papillomaviridae	Betapapillomavirus	Betapapillomavirus 5	334209	None	NC_005134
Papillomaviridae	Betapapillomavirus	Betapapillomavirus 6	1172193	None	NC_015691
Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 18	1513263	None	NC_033781
Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 24	1961681	None	NC_023891
Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 27	2169902	None	NC_027528
Papillomaviridae	Mupapillomavirus	Mupapillomavirus 1	334203	None	NC_001356
Papillomaviridae	unknown	Human papillomavirus	10566	None	NC_027779
Papillomaviridae	unknown	Human papillomavirus type 85	652810	None	NC_034616
Paramyxoviridae	Aquaparamyxovirus	Salmon aquaparamyxovirus	381543	None	NC_025360
Paramyxoviridae	Avulavirus	Avian avulavirus 1	11176	None	NC_039223
Paramyxoviridae	Avulavirus	Avian avulavirus 10	875624	None	NC_025349
Paramyxoviridae	Avulavirus	Avian avulavirus 11	1204252	None	NC_025407
Paramyxoviridae	Avulavirus	Avian avulavirus 12	1305716	None	NC_025363
Paramyxoviridae	Avulavirus	Avian avulavirus 13	2049884	None	NC_030231
Paramyxoviridae	Avulavirus	Avian avulavirus 14	2169715	None	NC_039015
Paramyxoviridae	Avulavirus	Avian avulavirus 15	2169716	None	NC_034968
Paramyxoviridae	Avulavirus	Avian avulavirus 16	2169717	None	NC_039016
Paramyxoviridae	Avulavirus	Avian avulavirus 17	2169718	None	NC_039017
Paramyxoviridae	Avulavirus	Avian avulavirus 18	2169719	None	NC_039018
Paramyxoviridae	Avulavirus	Avian avulavirus 19	2169720	None	NC_039019
Paramyxoviridae	Avulavirus	Avian avulavirus 3	207246	None	NC_025373
Paramyxoviridae	Avulavirus	Avian avulavirus 4	28274	None	NC_019531
Paramyxoviridae	Avulavirus	Avian avulavirus 5	740710	None	NC_025361
Paramyxoviridae	Avulavirus	Avian avulavirus 6	157619	None	NC_039194
Paramyxoviridae	Avulavirus	Avian avulavirus 7	622416	None	NC_025347
Paramyxoviridae	Avulavirus	Avian avulavirus 8	623144	None	NC_039195
Paramyxoviridae	Avulavirus	Avian avulavirus 9	580247	None	NC_025390
Paramyxoviridae	Avulavirus	Goose paramyxovirus SF02	204987	None	NC_005036
Paramyxoviridae	Ferlavirus	Reptilian ferlavirus	122203	None	NC_005084
Paramyxoviridae	Henipavirus	Cedar henipavirus	1979179	None	NC_025351
Paramyxoviridae	Henipavirus	Hendra henipavirus	63330	None	NC_001906
Paramyxoviridae	Henipavirus	Mojiang henipavirus	1979176	None	NC_025352
Paramyxoviridae	Henipavirus	Nipah henipavirus	121791	None	NC_002728
Paramyxoviridae	Morbillivirus	Canine morbillivirus	11232	None	NC_001921
Paramyxoviridae	Morbillivirus	Cetacean morbillivirus	36410	None	NC_005283
Paramyxoviridae	Morbillivirus	Feline morbillivirus	1170234	None	NC_039196
Paramyxoviridae	Morbillivirus	Measles morbillivirus	11234	None	NC_001498
Paramyxoviridae	Morbillivirus	Phocine morbillivirus	11240	None	NC_028249
Paramyxoviridae	Morbillivirus	Rinderpest morbillivirus	11241	None	NC_006296
Paramyxoviridae	Morbillivirus	Small ruminant morbillivirus	31604	None	NC_006383
Paramyxoviridae	Respirovirus	Bovine respirovirus 3	11215	None	NC_028362,NC_002161
Paramyxoviridae	Respirovirus	Human respirovirus 1	12730	None	NC_003461
Paramyxoviridae	Respirovirus	Human respirovirus 3	11216	None	NC_038270,NC_001796
Paramyxoviridae	Respirovirus	Murine respirovirus	11191	None	NC_001552
Paramyxoviridae	Respirovirus	Porcine respirovirus 1	1357321	None	NC_025402
Paramyxoviridae	Rubulavirus	Achimota rubulavirus 1	1979157	None	NC_025403
Paramyxoviridae	Rubulavirus	Achimota rubulavirus 2	1979158	None	NC_025404
Paramyxoviridae	Rubulavirus	Bat mumps rubulavirus	1979159	None	NC_038271
Paramyxoviridae	Rubulavirus	Human rubulavirus 2	1979160	None	NC_003443
Paramyxoviridae	Rubulavirus	Human rubulavirus 4	1979161	None	NC_021928
Paramyxoviridae	Rubulavirus	Mammalian rubulavirus 5	1979162	None	NC_006430
Paramyxoviridae	Rubulavirus	Mapuera rubulavirus	1979163	None	NC_009489
Paramyxoviridae	Rubulavirus	Menangle rubulavirus	1979164	None	NC_039197
Paramyxoviridae	Rubulavirus	Mumps rubulavirus	1979165	None	NC_002200
Paramyxoviridae	Rubulavirus	Porcine rubulavirus	53179	None	NC_009640
Paramyxoviridae	Rubulavirus	Simian rubulavirus	1979166	None	NC_006428
Paramyxoviridae	Rubulavirus	Sosuga rubulavirus	1979167	None	NC_025343
Paramyxoviridae	Rubulavirus	Tioman rubulavirus	1979169	None	NC_004074
Paramyxoviridae	Rubulavirus	Tuhoko rubulavirus 1	1979170	None	NC_025410
Paramyxoviridae	Rubulavirus	Tuhoko rubulavirus 2	1979171	None	NC_025348
Paramyxoviridae	Rubulavirus	Tuhoko rubulavirus 3	1979172	None	NC_025350
Paramyxoviridae	unknown	Beilong virus	341053	None	NC_007803
Paramyxoviridae	unknown	J-virus	322067	None	NC_007454
Paramyxoviridae	unknown	Mossman virus	241630	None	NC_005339
Paramyxoviridae	unknown	Nariva virus	590647	None	NC_017937
Paramyxoviridae	unknown	Salem virus	120499	None	NC_025386
Paramyxoviridae	unknown	Tailam virus	1117633	None	NC_025355
Paramyxoviridae	unknown	Tupaia paramyxovirus	92129	None	NC_002199
Parvoviridae	Dependoparvovirus	Adeno-associated dependoparvovirus A	1511891	None	NC_001729,NC_001401,NC_001829,NC_002077,NC_006260,NC_006261
Parvoviridae	Dependoparvovirus	Adeno-associated dependoparvovirus B	1511892	None	NC_006152,NC_005889
Parvoviridae	Erythroparvovirus	Primate erythroparvovirus 1	1511900	None	NC_000883
Peribunyaviridae	Orthobunyavirus	Akabane orthobunyavirus	1933178	L	NC_009894
Peribunyaviridae	Orthobunyavirus	Akabane orthobunyavirus	1933178	M	NC_009895
Peribunyaviridae	Orthobunyavirus	Akabane orthobunyavirus	1933178	S	NC_009896
Peribunyaviridae	Orthobunyavirus	Alajuela orthobunyavirus	1933181	L	NC_038717
Peribunyaviridae	Orthobunyavirus	Alajuela orthobunyavirus	1933181	M	NC_038715
Peribunyaviridae	Orthobunyavirus	Alajuela orthobunyavirus	1933181	S	NC_038716
Peribunyaviridae	Orthobunyavirus	Anopheles A orthobunyavirus	1933180	L	NC_038720
Peribunyaviridae	Orthobunyavirus	Anopheles A orthobunyavirus	1933180	M	NC_038718
Peribunyaviridae	Orthobunyavirus	Anopheles A orthobunyavirus	1933180	S	NC_038719
Peribunyaviridae	Orthobunyavirus	Anopheles B orthobunyavirus	1933176	S	NC_038721
Peribunyaviridae	Orthobunyavirus	Batama orthobunyavirus	1933177	S	NC_038722
Peribunyaviridae	Orthobunyavirus	Bimiti orthobunyavirus	1933263	L	NC_038724
Peribunyaviridae	Orthobunyavirus	Bimiti orthobunyavirus	1933263	M	NC_038723
Peribunyaviridae	Orthobunyavirus	Bimiti orthobunyavirus	1933263	S	NC_038725
Peribunyaviridae	Orthobunyavirus	Brazoran virus	1368616	L	NC_022039
Peribunyaviridae	Orthobunyavirus	Brazoran virus	1368616	M	NC_022038
Peribunyaviridae	Orthobunyavirus	Brazoran virus	1368616	S	NC_022037
Peribunyaviridae	Orthobunyavirus	Bunyamwera orthobunyavirus	1933179	L	NC_001925
Peribunyaviridae	Orthobunyavirus	Bunyamwera orthobunyavirus	1933179	M	NC_001926
Peribunyaviridae	Orthobunyavirus	Bunyamwera orthobunyavirus	1933179	S	NC_001927
Peribunyaviridae	Orthobunyavirus	Bwamba orthobunyavirus	35310	L	NC_034479
Peribunyaviridae	Orthobunyavirus	Bwamba orthobunyavirus	35310	M	NC_034490
Peribunyaviridae	Orthobunyavirus	Bwamba orthobunyavirus	35310	S	NC_034480
Peribunyaviridae	Orthobunyavirus	California encephalitis orthobunyavirus	1933264	L	NC_004108
Peribunyaviridae	Orthobunyavirus	California encephalitis orthobunyavirus	1933264	M	NC_004109
Peribunyaviridae	Orthobunyavirus	California encephalitis orthobunyavirus	1933264	S	NC_004110
Peribunyaviridae	Orthobunyavirus	Capim orthobunyavirus	1933265	L	NC_034482
Peribunyaviridae	Orthobunyavirus	Capim orthobunyavirus	1933265	M	NC_034493
Peribunyaviridae	Orthobunyavirus	Capim orthobunyavirus	1933265	S	NC_034483
Peribunyaviridae	Orthobunyavirus	Caraparu orthobunyavirus	1933290	L	NC_034489
Peribunyaviridae	Orthobunyavirus	Caraparu orthobunyavirus	1933290	M	NC_034477
Peribunyaviridae	Orthobunyavirus	Caraparu orthobunyavirus	1933290	S	NC_034478
Peribunyaviridae	Orthobunyavirus	Catu orthobunyavirus	1933269	L	NC_038728
Peribunyaviridae	Orthobunyavirus	Catu orthobunyavirus	1933269	M	NC_038727
Peribunyaviridae	Orthobunyavirus	Catu orthobunyavirus	1933269	S	NC_038726
Peribunyaviridae	Orthobunyavirus	Gamboa orthobunyavirus	1933270	L	NC_038729
Peribunyaviridae	Orthobunyavirus	Gamboa orthobunyavirus	1933270	M	NC_038730
Peribunyaviridae	Orthobunyavirus	Gamboa orthobunyavirus	1933270	S	NC_038731
Peribunyaviridae	Orthobunyavirus	Guajara orthobunyavirus	1933272	L	NC_038734
Peribunyaviridae	Orthobunyavirus	Guajara orthobunyavirus	1933272	M	NC_038733
Peribunyaviridae	Orthobunyavirus	Guajara orthobunyavirus	1933272	S	NC_038732
Peribunyaviridae	Orthobunyavirus	Guama orthobunyavirus	1933273	L	NC_038736
Peribunyaviridae	Orthobunyavirus	Guama orthobunyavirus	1933273	M	NC_038735
Peribunyaviridae	Orthobunyavirus	Guama orthobunyavirus	1933273	S	NC_038737
Peribunyaviridae	Orthobunyavirus	Guaroa orthobunyavirus	1933274	L	NC_034487
Peribunyaviridae	Orthobunyavirus	Guaroa orthobunyavirus	1933274	M	NC_034506
Peribunyaviridae	Orthobunyavirus	Guaroa orthobunyavirus	1933274	S	NC_034486
Peribunyaviridae	Orthobunyavirus	Kaeng Khoi orthobunyavirus	1933275	L	NC_034499
Peribunyaviridae	Orthobunyavirus	Kaeng Khoi orthobunyavirus	1933275	M	NC_034500
Peribunyaviridae	Orthobunyavirus	Kaeng Khoi orthobunyavirus	1933275	S	NC_034501
Peribunyaviridae	Orthobunyavirus	Kairi orthobunyavirus	1933276	L	NC_038738
Peribunyaviridae	Orthobunyavirus	Kairi orthobunyavirus	1933276	M	NC_038739
Peribunyaviridae	Orthobunyavirus	Kairi orthobunyavirus	1933276	S	NC_038740
Peribunyaviridae	Orthobunyavirus	Koongol orthobunyavirus	1933288	L	NC_038741
Peribunyaviridae	Orthobunyavirus	Koongol orthobunyavirus	1933288	M	NC_038742
Peribunyaviridae	Orthobunyavirus	Koongol orthobunyavirus	1933288	S	NC_038743
Peribunyaviridae	Orthobunyavirus	Madrid orthobunyavirus	1933291	L	NC_034497
Peribunyaviridae	Orthobunyavirus	Madrid orthobunyavirus	1933291	M	NC_034505
Peribunyaviridae	Orthobunyavirus	Madrid orthobunyavirus	1933291	S	NC_034498
Peribunyaviridae	Orthobunyavirus	Main Drain orthobunyavirus	1933303	L	NC_038943
Peribunyaviridae	Orthobunyavirus	Main Drain orthobunyavirus	1933303	M	NC_038942
Peribunyaviridae	Orthobunyavirus	Main Drain orthobunyavirus	1933303	S	NC_038941
Peribunyaviridae	Orthobunyavirus	Manzanilla orthobunyavirus	1933304	L	NC_024076
Peribunyaviridae	Orthobunyavirus	Manzanilla orthobunyavirus	1933304	M	NC_024074
Peribunyaviridae	Orthobunyavirus	Manzanilla orthobunyavirus	1933304	S	NC_024075
Peribunyaviridae	Orthobunyavirus	Marituba orthobunyavirus	1933307	L	NC_034495
Peribunyaviridae	Orthobunyavirus	Marituba orthobunyavirus	1933307	M	NC_034504
Peribunyaviridae	Orthobunyavirus	Marituba orthobunyavirus	1933307	S	NC_034496
Peribunyaviridae	Orthobunyavirus	Nyando orthobunyavirus	1933306	L	NC_034492
Peribunyaviridae	Orthobunyavirus	Nyando orthobunyavirus	1933306	M	NC_034491
Peribunyaviridae	Orthobunyavirus	Nyando orthobunyavirus	1933306	S	NC_034481
Peribunyaviridae	Orthobunyavirus	Oriboca orthobunyavirus	1934100	L	NC_034475
Peribunyaviridae	Orthobunyavirus	Oriboca orthobunyavirus	1934100	M	NC_034488
Peribunyaviridae	Orthobunyavirus	Oriboca orthobunyavirus	1934100	S	NC_034476
Peribunyaviridae	Orthobunyavirus	Oropouche orthobunyavirus	1933309	L	NC_005776
Peribunyaviridae	Orthobunyavirus	Oropouche orthobunyavirus	1933309	M	NC_005775
Peribunyaviridae	Orthobunyavirus	Oropouche orthobunyavirus	1933309	S	NC_005777
Peribunyaviridae	Orthobunyavirus	Patois orthobunyavirus	1934101	L	MH017277
Peribunyaviridae	Orthobunyavirus	Patois orthobunyavirus	1934101	M	MH017283
Peribunyaviridae	Orthobunyavirus	Patois orthobunyavirus	1934101	S	MH017273
Peribunyaviridae	Orthobunyavirus	Sathuperi orthobunyavirus	159141	L	NC_018461
Peribunyaviridae	Orthobunyavirus	Sathuperi orthobunyavirus	159141	M	NC_018466
Peribunyaviridae	Orthobunyavirus	Sathuperi orthobunyavirus	159141	S	NC_018462
Peribunyaviridae	Orthobunyavirus	Shamonda orthobunyavirus	159150	L	NC_018463
Peribunyaviridae	Orthobunyavirus	Shamonda orthobunyavirus	159150	M	NC_018467
Peribunyaviridae	Orthobunyavirus	Shamonda orthobunyavirus	159150	S	NC_018464
Peribunyaviridae	Orthobunyavirus	Shuni orthobunyavirus	159148	L	NC_018465
Peribunyaviridae	Orthobunyavirus	Shuni orthobunyavirus	159148	M	NC_018459
Peribunyaviridae	Orthobunyavirus	Shuni orthobunyavirus	159148	S	NC_018460
Peribunyaviridae	Orthobunyavirus	Simbu orthobunyavirus	35306	L	NC_018476
Peribunyaviridae	Orthobunyavirus	Simbu orthobunyavirus	35306	M	NC_018478
Peribunyaviridae	Orthobunyavirus	Simbu orthobunyavirus	35306	S	NC_018477
Peribunyaviridae	Orthobunyavirus	Tacaiuma orthobunyavirus	611707	L	MF497779
Peribunyaviridae	Orthobunyavirus	Tacaiuma orthobunyavirus	611707	M	MF497777
